  0.02678780, -0.01276802,  0.99189979
  0.01927720, -0.00826166,  1.00291538
  0.02678780, -0.01977791,  0.99365228
  0.02052897, -0.01727438,  0.98989695
  0.03029275, -0.01927720,  1.00491822
  0.02803957, -0.02153038,  0.99340194
  0.02778922, -0.02052897,  1.00466788
  0.02128003, -0.01602261,  0.99840897
  0.01827579, -0.02128003,  1.00141323
  0.02553604, -0.01977791,  1.00391674
  0.01552191, -0.01727438,  0.99615580
  0.03079346, -0.01877650,  0.99715722
  0.02553604, -0.02153038,  0.99189979
  0.02553604, -0.02203109,  1.00516856
  0.02027862, -0.01777508,  1.00166357
  0.02253180, -0.01477084,  1.01067626
  0.02328286, -0.01727438,  1.00466788
  0.02153038, -0.01577226,  0.99815863
  0.02603674, -0.01251767,  1.00416708
  0.02653745, -0.01627297,  1.00166357
  0.02303251, -0.01702403,  1.00466788
  0.02428427, -0.01226731,  0.99765795
  0.02077932, -0.01727438,  0.99966073
  0.02453462, -0.01477084,  1.00191391
  0.02403392, -0.01176661,  1.00642025
  0.02879063, -0.01176661,  1.00091255
  0.02428427, -0.01652332,  1.00516856
  0.02203109, -0.01201696,  0.99340194
  0.02278215, -0.01877650,  1.00667059
  0.02503533, -0.01452049,  0.99565512
  0.02378356, -0.00776095,  0.99515438
  0.03304664, -0.01452049,  1.00316572
  0.02453462, -0.02178074,  0.98989695
  0.02753886, -0.01326873,  1.00141323
  0.02378356, -0.01376943,  0.99941039
  0.02428427, -0.02553604,  1.00341606
  0.02828992, -0.01827579,  0.99916005
  0.02052897, -0.01527155,  0.99865931
  0.02153038, -0.01427014,  1.00792241
  0.03154452, -0.01602261,  0.99765795
  0.02728851, -0.01527155,  0.99941039
  0.02528568, -0.02428427,  0.99114877
  0.02578639, -0.01927720,  0.99490404
  0.02628710, -0.02428427,  1.00591958
  0.02503533, -0.02753886,  1.00166357
  0.02378356, -0.01902685,  0.99565512
  0.02453462, -0.01702403,  0.99715722
  0.02503533, -0.02228144,  0.99189979
  0.02253180, -0.01502120,  1.00041187
  0.01727438, -0.01376943,  1.00166357
  0.02803957, -0.01902685,  1.00166357
  0.01902685, -0.02203109,  0.98288709
  0.02153038, -0.01452049,  0.99740756
  0.02828992, -0.00726025,  0.99390262
  0.02303251, -0.01201696,  0.99565512
  0.02153038, -0.00700989,  1.00667059
  0.02102968, -0.01276802,  0.99365228
  0.01802544, -0.01276802,  0.99640614
  0.02778922, -0.01527155,  1.00116289
  0.02828992, -0.01276802,  1.00116289
  0.02453462, -0.01301837,  0.99315155
