  0.02253180, -0.01952756,  0.99715722
  0.02503533, -0.01627297,  0.99815863
  0.02879063, -0.01527155,  0.99991113
  0.02278215, -0.01577226,  0.99715722
  0.02828992, -0.00876237,  1.00441742
  0.02353321, -0.01076519,  0.99890971
  0.02778922, -0.02052897,  0.99390262
  0.02178074, -0.01702403,  1.00692105
  0.02728851, -0.01702403,  0.99815863
  0.02178074, -0.01627297,  0.99840897
  0.02403392, -0.02077932,  0.99916005
  0.02528568, -0.02203109,  1.00642025
  0.02628710, -0.02203109,  0.99690688
  0.02628710, -0.01652332,  0.99916005
  0.02178074, -0.01727438,  0.99139911
  0.02578639, -0.01401979,  0.99615580
  0.02854028, -0.01927720,  0.99089837
  0.02628710, -0.01627297,  0.99665654
  0.02328286, -0.01752473,  1.00842309
  0.02253180, -0.01502120,  0.99215013
  0.01527155, -0.02077932,  0.99315155
  0.02253180, -0.01702403,  1.00066221
  0.02803957, -0.01326873,  1.00616992
  0.02253180, -0.02052897,  1.00041187
  0.01777508, -0.02128003,  0.98839486
  0.02303251, -0.01877650,  1.00516856
  0.02503533, -0.01827579,  0.99966073
  0.02328286, -0.01251767,  0.98989695
  0.02203109, -0.01502120,  1.00767207
  0.02203109, -0.01477084,  1.00191391
  0.02778922, -0.01001413,  0.99615580
  0.02854028, -0.01376943,  1.00692105
  0.02879063, -0.01702403,  0.99565512
  0.02553604, -0.01176661,  0.99064803
  0.02328286, -0.01827579,  1.00266504
  0.01902685, -0.01276802,  0.99515438
  0.02578639, -0.01176661,  0.99765795
  0.02077932, -0.01101555,  0.99966073
  0.02453462, -0.01652332,  0.99765795
  0.02453462, -0.01351908,  1.00216424
  0.02954169, -0.01151625,  0.99815863
  0.02278215, -0.01251767,  1.00441742
  0.02378356, -0.01652332,  0.99440336
  0.02678780, -0.01201696,  0.99765795
  0.02153038, -0.00575813,  0.99340194
  0.02628710, -0.01627297,  0.99690688
  0.02578639, -0.01952756,  0.99615580
  0.02603674, -0.02128003,  0.99991113
  0.02478498, -0.01702403,  1.00191391
  0.02303251, -0.01627297,  0.99640614
  0.02528568, -0.01577226,  1.00066221
  0.01827579, -0.01351908,  0.99740756
  0.02303251, -0.01802544,  1.00141323
  0.03104381, -0.01001413,  1.00066221
  0.01777508, -0.01026449,  1.00366640
  0.02828992, -0.01051484,  1.00566924
  0.02178074, -0.01276802,  0.99189979
  0.01952756, -0.01877650,  1.00066221
  0.02728851, -0.01577226,  0.99365228
  0.02578639, -0.01802544,  1.00466788
  0.02603674, -0.01852614,  0.99540472
  0.02528568, -0.01527155,  0.99740756
  0.02854028, -0.02203109,  0.99590546
  0.01752473, -0.01852614,  0.99164945
  0.02453462, -0.00901272,  0.99991113
  0.02503533, -0.01552191,  1.00091255
  0.02253180, -0.01452049,  0.99865931
  0.02753886, -0.00901272,  0.98714310
  0.02628710, -0.01376943,  1.00091255
  0.01477084, -0.01577226,  0.99916005
  0.03004240, -0.01251767,  0.99390262
  0.02453462, -0.01977791,  1.00266504
  0.02328286, -0.01977791,  0.99565512
  0.02378356, -0.02403392,  0.99615580
