iteration,para_a,para_b,f_beta,TP,FP,FN,TN,precision,recall
573,0.006359644970414201,7,0.9156382138530896,96,14,-1,-1,0.8727272727272727,0.9206680059432983
574,0.006359644970414201,8,0.9073426021347119,94,12,-1,-1,0.8867924528301887,0.9096848964691162
575,0.006359644970414201,9,0.9009372785683518,94,8,-1,-1,0.9215686274509803,0.8987017869949341
576,0.006359644970414201,10,0.891773123688467,93,7,-1,-1,0.93,0.8877187967300415
577,0.006460591715976331,2,0.8115266318266581,97,203,0,0,0.3233333333333333,0.9751160144805908
578,0.006460591715976331,3,0.8734985565763497,97,108,0,-1,0.47317073170731705,0.9641327857971191
579,0.006460591715976331,4,0.9177692049586605,97,44,0,-1,0.6879432624113475,0.9531497955322266
580,0.006460591715976331,5,0.9241724740625167,97,26,0,-1,0.7886178861788617,0.9421666860580444
581,0.006460591715976331,6,0.9223220571572925,96,17,-1,-1,0.8495575221238938,0.9311838150024414
582,0.006460591715976331,7,0.9160956760573818,96,13,-1,-1,0.8807339449541285,0.9202008247375488
583,0.006460591715976331,8,0.9078001369631205,94,11,-1,-1,0.8952380952380953,0.9092177152633667
584,0.006460591715976331,9,0.9013132695004317,93,7,-1,-1,0.93,0.8982347249984741
585,0.006460591715976331,10,0.8913487898004584,93,7,-1,-1,0.93,0.887251615524292
586,0.0065615384615384615,2,0.8112352283828269,97,203,0,0,0.3233333333333333,0.9746485948562622
587,0.0065615384615384615,3,0.8778949533119971,97,102,0,-1,0.48743718592964824,0.9636657238006592
588,0.0065615384615384615,4,0.9191178668816494,97,42,0,-1,0.697841726618705,0.952682614326477
589,0.0065615384615384615,5,0.9246484726527635,97,25,0,-1,0.7950819672131147,0.9416995048522949
590,0.0065615384615384615,6,0.9236836045037972,96,15,-1,-1,0.8648648648648649,0.9307166337966919
591,0.0065615384615384615,7,0.9165530654919348,96,12,-1,-1,0.8888888888888888,0.9197335243225098
592,0.0065615384615384615,8,0.9990835903929612,94,10,-1,-1,0.9038461538461539,0.9087506532669067
593,0.0065615384615384615,9,0.9008897899702338,93,7,-1,-1,0.93,0.8977674245834351
594,0.0065615384615384615,10,0.8909245213734401,93,7,-1,-1,0.93,0.886784553527832
595,0.006662485207100591,2,0.810943977840866,97,203,0,0,0.3233333333333333,0.9741815328598022
596,0.006662485207100591,3,0.8839434195263709,97,94,0,-1,0.5078534031413613,0.9631984233856201
597,0.006662485207100591,4,0.9195973721029875,97,41,0,-1,0.7028985507246377,0.952215313911438
598,0.006662485207100591,5,0.9249041340730111,96,24,-1,-1,0.8,0.941232442855835
599,0.006662485207100591,6,0.9241580369912379,96,14,-1,-1,0.8727272727272727,0.9302492141723633
600,0.006662485207100591,7,0.9170107005692927,96,11,-1,-1,0.897196261682243,0.9192664623260498
601,0.006662485207100591,8,0.9986213228583496,94,10,-1,-1,0.9038461538461539,0.9082832336425781
602,0.006662485207100591,9,0.9004663757792509,93,7,-1,-1,0.93,0.8973002433776855
603,0.006662485207100591,10,0.8905001018269485,93,7,-1,-1,0.93,0.8863173723220825
604,0.006763431952662722,2,0.8106525828829924,97,203,0,0,0.3233333333333333,0.9737143516540527
605,0.006763431952662722,3,0.8917121203612913,97,84,0,-1,0.5359116022099447,0.9627313613891602
606,0.006763431952662722,4,0.9209507453867037,97,39,0,-1,0.7132352941176471,0.951748251914978
607,0.006763431952662722,5,0.9262820597512293,96,22,-1,-1,0.8135593220338984,0.9407651424407959
608,0.006763431952662722,6,0.9255243913040766,96,12,-1,-1,0.8888888888888888,0.9297822713851929
609,0.006763431952662722,7,0.9165921699691155,96,11,-1,-1,0.897196261682243,0.9187991619110107
610,0.006763431952662722,8,0.9981593612736326,94,10,-1,-1,0.9038461538461539,0.9078161716461182
611,0.006763431952662722,9,0.9000430269537059,93,7,-1,-1,0.93,0.8968331813812256
612,0.006763431952662722,10,0.8900754228073788,93,7,-1,-1,0.93,0.8858499526977539
613,0.006864378698224852,2,0.8103610434302471,97,203,0,0,0.3233333333333333,0.9732470512390137
614,0.006864378698224852,3,0.8938153130851413,97,81,0,-1,0.5449438202247191,0.9622640609741211
615,0.006864378698224852,4,0.9214314926711767,97,38,0,-1,0.7185185185185186,0.9512810707092285
616,0.006864378698224852,5,0.9258744200270106,96,22,-1,-1,0.8135593220338984,0.9402979612350464
617,0.006864378698224852,6,0.9251075359345832,96,12,-1,-1,0.8888888888888888,0.9293148517608643
618,0.006864378698224852,7,0.9161735958734669,96,11,-1,-1,0.897196261682243,0.9183318614959717
619,0.006864378698224852,8,0.9976971161121833,94,10,-1,-1,0.9038461538461539,0.9073488712310791
620,0.006864378698224852,9,0.8996193112453402,93,7,-1,-1,0.93,0.896365761756897
621,0.006864378698224852,10,0.8896510258689174,93,7,-1,-1,0.93,0.885382890701294
622,0.006965325443786982,2,0.8100695082019352,97,203,0,0,0.3233333333333333,0.9727798700332642
623,0.006965325443786982,3,0.9000849496441121,97,73,0,-1,0.5705882352941176,0.9617968797683716
624,0.006965325443786982,4,0.9219122533853905,97,37,0,-1,0.7238805970149254,0.9508137702941895
625,0.006965325443786982,5,0.9254667342014273,96,22,-1,-1,0.8135593220338984,0.9398307800292969
626,0.006965325443786982,6,0.9246908495813074,96,12,-1,-1,0.8888888888888888,0.9288476705551147
627,0.006965325443786982,7,0.9157551918670661,96,11,-1,-1,0.897196261682243,0.9178647994995117
628,0.006965325443786982,8,0.9972350590453386,94,10,-1,-1,0.9038461538461539,0.9068818092346191
629,0.006965325443786982,9,0.8991959851062645,93,7,-1,-1,0.93,0.8958988189697266
630,0.006965325443786982,10,0.8892263694225248,93,7,-1,-1,0.93,0.8849155902862549
631,0.007066272189349112,2,0.8097779028093732,97,203,0,0,0.3233333333333333,0.9723126888275146
632,0.007066272189349112,3,0.9030672184252422,97,69,0,-1,0.5843373493975904,0.9613296985626221
633,0.007066272189349112,4,0.9223932280540853,97,36,0,-1,0.7293233082706767,0.9503465890884399
634,0.007066272189349112,5,0.9259512517886658,96,21,-1,-1,0.8205128205128205,0.9393635988235474
635,0.007066272189349112,6,0.9242741196214598,96,12,-1,-1,0.8888888888888888,0.9283804893493652
636,0.007066272189349112,7,0.9153365307823315,96,11,-1,-1,0.897196261682243,0.9173974990844727
637,0.007066272189349112,8,0.996772600388057,94,10,-1,-1,0.9038461538461539,0.9064143896102905
638,0.007066272189349112,9,0.8987722920278624,93,7,-1,-1,0.93,0.8954315185546875
639,0.007066272189349112,10,0.8888018867846171,93,7,-1,-1,0.93,0.8844485282897949
640,0.0071672189349112425,2,0.8101623254171701,97,202,0,-1,0.32441471571906355,0.9718455076217651
641,0.0071672189349112425,3,0.9103205667289633,97,60,0,-1,0.6178343949044586,0.9608625173568726
642,0.0071672189349112425,4,0.9228744162854133,97,35,0,-1,0.7348484848484849,0.94987952709198
643,0.0071672189349112425,5,0.926435765716863,96,20,-1,-1,0.8275862068965517,0.9388962984085083
644,0.0071672189349112425,6,0.9238573460481946,96,12,-1,-1,0.8888888888888888,0.9279133081436157
645,0.0071672189349112425,7,0.914816981167753,95,11,-1,-1,0.8962264150943396,0.9169303178787231
646,0.0071672189349112425,8,0.9963105657596346,94,10,-1,-1,0.9038461538461539,0.9059474468231201
647,0.0071672189349112425,9,0.8983484481082067,93,7,-1,-1,0.93,0.8949640989303589
648,0.0071672189349112425,10,0.8883772529401186,93,7,-1,-1,0.93,0.8839813470840454
649,0.007268165680473372,2,0.8132651391365187,97,197,0,-1,0.3299319727891156,0.9713783264160156
650,0.007268165680473372,3,0.9116535648627994,97,58,0,-1,0.6258064516129033,0.960395336151123
651,0.007268165680473372,4,0.9242352030810287,97,33,0,-1,0.7461538461538462,0.9494121074676514
652,0.007268165680473372,5,0.9260264705667746,96,20,-1,-1,0.8275862068965517,0.9384292364120483
653,0.007268165680473372,6,0.9234405288546649,96,12,-1,-1,0.8888888888888888,0.9274461269378662
654,0.007268165680473372,7,0.914398325438606,95,11,-1,-1,0.8962264150943396,0.9164630174636841
655,0.007268165680473372,8,0.9958480115026662,94,10,-1,-1,0.9038461538461539,0.9054800271987915
656,0.007268165680473372,9,0.8979248857570349,93,7,-1,-1,0.93,0.8944970369338989
657,0.007268165680473372,10,0.8878881822634624,92,7,-1,-1,0.9292929292929293,0.8835142850875854
658,0.007369112426035503,2,0.8157049947165118,97,193,0,-1,0.33448275862068966,0.9709111452102661
659,0.007369112426035503,3,0.9121314832472303,97,57,0,-1,0.6298701298701299,0.959928035736084
660,0.007369112426035503,4,0.9255999213082127,97,31,0,-1,0.7578125,0.9489450454711914
661,0.007369112426035503,5,0.9274054049939838,96,18,-1,-1,0.8421052631578947,0.9379620552062988
662,0.007369112426035503,6,0.9230236680340224,96,12,-1,-1,0.8888888888888888,0.9269789457321167
663,0.007369112426035503,7,0.9139797329639858,95,11,-1,-1,0.8962264150943396,0.9159958362579346
664,0.007369112426035503,8,0.9953857633705459,94,10,-1,-1,0.9038461538461539,0.9050129652023315
665,0.007369112426035503,9,0.8975012806966151,93,7,-1,-1,0.93,0.894029974937439
666,0.007369112426035503,10,0.8874633076288421,92,7,-1,-1,0.9292929292929293,0.8830468654632568
667,0.007470059171597633,2,0.8188498398478541,97,188,0,-1,0.34035087719298246,0.970443844795227
668,0.007470059171597633,3,0.912609727007599,97,56,0,-1,0.6339869281045751,0.959460973739624
669,0.007470059171597633,4,0.9260831788089696,97,30,0,-1,0.7637795275590551,0.9484778642654419
670,0.007470059171597633,5,0.9286366193244029,95,16,-1,-1,0.8558558558558559,0.9374947547912598
671,0.007470059171597633,6,1.01671870075857,95,10,-1,-1,0.9047619047619048,0.9265116453170776
672,0.007470059171597633,7,1.0067606834639822,94,9,-1,-1,0.912621359223301,0.9155285358428955
673,0.007470059171597633,8,0.9958814767485455,94,9,-1,-1,0.912621359223301,0.9045456647872925
674,0.007470059171597633,9,0.8970773085183795,93,7,-1,-1,0.93,0.8935625553131104
675,0.007470059171597633,10,0.8870386067875944,92,7,-1,-1,0.9292929292929293,0.8825796842575073
676,0.007571005917159763,2,0.8262198551760314,97,177,0,-1,0.354014598540146,0.9699766635894775
677,0.007571005917159763,3,0.9165389615503655,97,51,0,-1,0.6554054054054054,0.958993673324585
678,0.007571005917159763,4,0.9265664434137802,97,29,0,-1,0.7698412698412699,0.9480105638504028
679,0.007571005917159763,5,0.9291318763363199,95,15,-1,-1,0.8636363636363636,0.9370275735855103
680,0.007571005917159763,6,1.0162585007942364,95,10,-1,-1,0.9047619047619048,0.9260445833206177
681,0.007571005917159763,7,1.007278974373053,94,8,-1,-1,0.9215686274509803,0.9150615930557251
682,0.007571005917159763,8,0.9963772047909883,94,8,-1,-1,0.9215686274509803,0.9040783643722534
683,0.007571005917159763,9,0.8966537261323104,93,7,-1,-1,0.93,0.8930956125259399
684,0.007571005917159763,10,0.8866138630266753,92,7,-1,-1,0.9292929292929293,0.8821125030517578
685,0.007671952662721893,2,0.8294459469927848,97,172,0,-1,0.36059479553903345,0.969509482383728
686,0.007671952662721893,3,0.9170209928719661,97,50,0,-1,0.6598639455782312,0.9585264921188354
687,0.007671952662721893,4,0.9270500215585906,97,28,0,-1,0.776,0.9475435018539429
688,0.007671952662721893,5,0.9287184471369301,95,15,-1,-1,0.8636363636363636,0.9365603923797607
689,0.007671952662721893,6,1.015797900997394,95,10,-1,-1,0.9047619047619048,0.9255771636962891
690,0.007671952662721893,7,1.0068156694539507,94,8,-1,-1,0.9215686274509803,0.914594292640686
691,0.007671952662721893,8,0.9959127927523301,94,8,-1,-1,0.9215686274509803,0.9036110639572144
692,0.007671952662721893,9,0.8962296684160087,93,7,-1,-1,0.93,0.8926281929016113
693,0.007671952662721893,10,0.8861889679424981,92,7,-1,-1,0.9292929292929293,0.8816452026367188
694,0.0077728994082840236,2,0.8326970321021184,97,167,0,-1,0.36742424242424243,0.9690423011779785
695,0.0077728994082840236,3,0.9175031559541837,97,49,0,-1,0.6643835616438356,0.9580593109130859
696,0.0077728994082840236,4,0.9284212769221033,97,26,0,-1,0.7886178861788617,0.9470762014389038
697,0.0077728994082840236,5,0.9301226309467597,95,13,-1,-1,0.8796296296296297,0.9360930919647217
698,0.0077728994082840236,6,1.015337606180602,95,10,-1,-1,0.9047619047619048,0.9251101016998291
699,0.0077728994082840236,7,1.007332834027845,94,7,-1,-1,0.9306930693069307,0.9141271114349365
700,0.0077728994082840236,8,0.9964078284796762,94,7,-1,-1,0.9306930693069307,0.9031440019607544
701,0.0077728994082840236,9,0.8958058923994412,93,7,-1,-1,0.93,0.8921611309051514
702,0.0077728994082840236,10,0.8857642467197964,92,7,-1,-1,0.9292929292929293,0.8811781406402588
703,0.007873846153846153,2,0.8395912385661247,97,157,0,-1,0.38188976377952755,0.9685750007629395
704,0.007873846153846153,3,0.9197261660027909,97,46,0,-1,0.6783216783216783,0.9575920104980469
705,0.007873846153846153,4,0.9289058929709179,97,25,0,-1,0.7950819672131147,0.9466090202331543
706,0.007873846153846153,5,0.9297074923297889,95,13,-1,-1,0.8796296296296297,0.9356259107589722
707,0.007873846153846153,6,1.014877146444496,95,10,-1,-1,0.9047619047619048,0.9246429204940796
708,0.007873846153846153,7,1.0068686503896227,94,7,-1,-1,0.9306930693069307,0.913659930229187
709,0.007873846153846153,8,0.9959427828065057,94,7,-1,-1,0.9306930693069307,0.902677059173584
710,0.007873846153846153,9,0.895382073641304,93,7,-1,-1,0.93,0.8916940689086914
711,0.007873846153846153,10,0.8853392657418259,92,7,-1,-1,0.9292929292929293,0.8807108402252197
712,0.007974792899408284,2,0.8458620747047825,97,148,0,-1,0.39591836734693875,0.9681078195571899
713,0.007974792899408284,3,0.9219596934923031,97,43,0,-1,0.6928571428571428,0.9571248292922974
714,0.007974792899408284,4,0.9293906151395693,97,24,0,-1,0.8016528925619835,0.9461418390274048
715,0.007974792899408284,5,0.9292924158389898,95,13,-1,-1,0.8796296296296297,0.9351588487625122
716,0.007974792899408284,6,1.0144165217454213,95,10,-1,-1,0.9047619047619048,0.9241756200790405
717,0.007974792899408284,7,1.0064043015999544,94,7,-1,-1,0.9306930693069307,0.913192629814148
718,0.007974792899408284,8,0.9954772153544262,94,7,-1,-1,0.9306930693069307,0.9022096395492554
719,0.007974792899408284,9,0.8949579957579513,93,7,-1,-1,0.93,0.8912267684936523
720,0.007974792899408284,10,0.8849145670860877,92,7,-1,-1,0.9292929292929293,0.8802438974380493
721,0.008075739644970414,2,0.8559872596937389,97,134,0,-1,0.4199134199134199,0.9676406383514404
722,0.008075739644970414,3,0.9224459232051213,97,42,0,-1,0.697841726618705,0.9566576480865479
723,0.008075739644970414,4,0.9289849889697783,97,24,0,-1,0.8016528925619835,0.9456747770309448
724,0.008075739644970414,5,0.9288771895856024,95,13,-1,-1,0.8796296296296297,0.9346916675567627
725,0.008075739644970414,6,1.013956084613109,95,10,-1,-1,0.9047619047619048,0.9237085580825806
726,0.008075739644970414,7,1.0059401430386397,94,7,-1,-1,0.9306930693069307,0.912725567817688
727,0.008075739644970414,8,0.9950119572568482,94,7,-1,-1,0.9306930693069307,0.9017425775527954
728,0.008075739644970414,9,0.8945338750764303,93,7,-1,-1,0.93,0.8907594680786133
729,0.008075739644970414,10,0.8844893917583257,92,7,-1,-1,0.9292929292929293,0.8797764778137207
730,0.008176686390532545,2,0.8625057998152678,97,125,0,-1,0.4369369369369369,0.9671735763549805
731,0.008176686390532545,3,0.9238112686186641,97,40,0,-1,0.708029197080292,0.9561904668807983
732,0.008176686390532545,4,0.9294688880274649,97,23,0,-1,0.8083333333333333,0.9452074766159058
733,0.008176686390532545,5,0.9284618135291344,95,13,-1,-1,0.8796296296296297,0.9342243671417236
734,0.008176686390532545,6,1.0134953649665783,95,10,-1,-1,0.9047619047619048,0.9232412576675415
735,0.008176686390532545,7,1.0054757008256727,94,7,-1,-1,0.9306930693069307,0.9122582674026489
736,0.008176686390532545,8,0.9945464147802481,94,7,-1,-1,0.9306930693069307,0.9012752771377563
737,0.008176686390532545,9,0.8941098198006918,93,7,-1,-1,0.93,0.8902922868728638
738,0.008176686390532545,10,0.8840641734279748,92,7,-1,-1,0.9292929292929293,0.8793090581893921
739,0.008277633136094675,2,0.8714663929833979,97,113,0,-1,0.46190476190476193,0.9667062759399414
740,0.008277633136094675,3,0.9234187744116191,97,40,0,-1,0.708029197080292,0.9557232856750488
741,0.008277633136094675,4,0.930845407804068,97,21,0,-1,0.8220338983050848,0.9447402954101562
742,0.008277633136094675,5,0.928046499589202,95,13,-1,-1,0.8796296296296297,0.9337571859359741
743,0.008277633136094675,6,1.0130348329205814,95,10,-1,-1,0.9047619047619048,0.9227741956710815
744,0.008277633136094675,7,1.0050115673726667,94,7,-1,-1,0.9306930693069307,0.9117913246154785
745,0.008277633136094675,8,0.9940809441821116,94,7,-1,-1,0.9306930693069307,0.9008080959320068
746,0.008277633136094675,9,0.893620600249984,92,7,-1,-1,0.9292929292929293,0.8898253440856934
747,0.008277633136094675,10,0.8836392374770563,92,7,-1,-1,0.9292929292929293,0.8788419961929321
748,0.008378579881656804,2,0.8758440638248038,97,107,0,-1,0.47549019607843135,0.9662390947341919
749,0.008378579881656804,3,0.9239053939836646,97,39,0,-1,0.7132352941176471,0.9552561044692993
750,0.008378579881656804,4,0.9304371989366681,97,21,0,-1,0.8220338983050848,0.9442731142044067
751,0.008378579881656804,5,0.9276311418011751,95,13,-1,-1,0.8796296296296297,0.9332900047302246
752,0.008378579881656804,6,1.0125740182972347,95,10,-1,-1,0.9047619047619048,0.9223068952560425
753,0.008378579881656804,7,1.0045470317201293,94,7,-1,-1,0.9306930693069307,0.9113240242004395
754,0.008378579881656804,8,0.9936154267005008,94,7,-1,-1,0.9306930693069307,0.9003409147262573
755,0.008378579881656804,9,0.8931963049795544,92,7,-1,-1,0.9292929292929293,0.8893579244613647
756,0.008378579881656804,10,0.8832143670501081,92,7,-1,-1,0.9292929292929293,0.8783750534057617
757,0.008479526627218934,2,0.8842778787961242,97,96,0,-1,0.5025906735751295,0.9657717943191528
758,0.008479526627218934,3,0.9261573634115953,97,36,0,-1,0.7293233082706767,0.9547889232635498
759,0.008479526627218934,4,0.9309214007362807,97,20,0,-1,0.8290598290598291,0.9438058137893677
760,0.008479526627218934,5,0.9272157401581097,95,13,-1,-1,0.8796296296296297,0.9328228235244751
761,0.008479526627218934,6,1.0121132737352747,95,10,-1,-1,0.9047619047619048,0.921839714050293
762,0.008479526627218934,7,1.0040088282794182,93,7,-1,-1,0.93,0.9108564853668213
763,0.008479526627218934,8,0.9027981352598151,93,7,-1,-1,0.93,0.8998736143112183
764,0.008479526627218934,9,0.8927720750673682,92,7,-1,-1,0.9292929292929293,0.8888906240463257
765,0.008479526627218934,10,0.8827891282344268,92,7,-1,-1,0.9292929292929293,0.8779077529907227
766,0.008580473372781065,2,0.8895999693395293,97,89,0,-1,0.521505376344086,0.9653046131134033
767,0.008580473372781065,3,0.9266460998000157,97,35,0,-1,0.7348484848484849,0.9543217420578003
768,0.008580473372781065,4,0.9314058057519019,97,19,0,-1,0.8362068965517241,0.9433386325836182
769,0.008580473372781065,5,0.9277053447444917,95,12,-1,-1,0.8878504672897196,0.9323556423187256
770,0.008580473372781065,6,1.0126327998461246,95,9,-1,-1,0.9134615384615384,0.9213725328445435
771,0.008580473372781065,7,1.0035446225462035,93,7,-1,-1,0.93,0.9103895425796509
772,0.008580473372781065,8,0.9023749134580306,93,7,-1,-1,0.93,0.8994064331054688
773,0.008580473372781065,9,0.8923481270163454,92,7,-1,-1,0.9292929292929293,0.8884236812591553
774,0.008580473372781065,10,0.8823638464120093,92,7,-1,-1,0.9292929292929293,0.8774404525756836
775,0.008681420118343195,2,0.8941612406348538,97,83,0,-1,0.5388888888888889,0.9648375511169434
776,0.008681420118343195,3,0.9271349637282124,97,34,0,-1,0.7404580152671756,0.9538545608520508
777,0.008681420118343195,4,0.932786447549894,97,17,0,-1,0.8508771929824561,0.9428714513778687
778,0.008681420118343195,5,0.9272890436792526,95,12,-1,-1,0.8878504672897196,0.9318884611129761
779,0.008681420118343195,6,1.0121710669270256,95,9,-1,-1,0.9134615384615384,0.920905351638794
780,0.008681420118343195,7,1.0030800145123524,93,7,-1,-1,0.93,0.9099222421646118
781,0.008681420118343195,8,0.9019515409844275,93,7,-1,-1,0.93,0.8989391326904297
782,0.008681420118343195,9,0.8919235949244432,92,7,-1,-1,0.9292929292929293,0.8879561424255371
783,0.008681420118343195,10,0.8819385215763312,92,7,-1,-1,0.9292929292929293,0.8769731521606445
784,0.008782366863905326,2,0.9004376174455221,97,75,0,-1,0.563953488372093,0.9643702507019043
785,0.008782366863905326,3,0.9294014504868233,97,31,0,-1,0.7578125,0.9533872604370117
786,0.008782366863905326,4,0.9341707795166819,97,15,0,-1,0.8660714285714286,0.9424042701721191
787,0.008782366863905326,5,0.9277777841426795,95,11,-1,-1,0.8962264150943396,0.931421160697937
788,0.008782366863905326,6,1.0117094046513186,95,9,-1,-1,0.9134615384615384,0.920438289642334
789,0.008782366863905326,7,1.0026154782248378,93,7,-1,-1,0.93,0.9094550609588623
790,0.008782366863905326,8,0.9015283418584314,93,7,-1,-1,0.93,0.8984720706939697
791,0.008782366863905326,9,0.8914994529627646,92,7,-1,-1,0.9292929292929293,0.8874890804290771
792,0.008782366863905326,10,0.8815134792739417,92,7,-1,-1,0.9292929292929293,0.8765062093734741
793,0.008883313609467456,2,0.9059555324701054,97,68,0,-1,0.5878787878787879,0.9639030694961548
794,0.008883313609467456,3,0.9307847418554924,97,29,0,-1,0.7698412698412699,0.9529200792312622
795,0.008883313609467456,4,0.9337575037201115,97,15,0,-1,0.8660714285714286,0.9419369697570801
796,0.008883313609467456,5,0.9273605823548843,95,11,-1,-1,0.8962264150943396,0.9309539794921875
797,0.008883313609467456,6,1.011247341651206,95,9,-1,-1,0.9134615384615384,0.9199708700180054
798,0.008883313609467456,7,1.002151013712401,93,7,-1,-1,0.93,0.9089879989624023
799,0.008883313609467456,8,0.9011051000781151,93,7,-1,-1,0.93,0.8980050086975098
800,0.008883313609467456,9,0.8910752681715739,92,7,-1,-1,0.9292929292929293,0.8870220184326172
801,0.008883313609467456,10,0.8810881769537574,92,7,-1,-1,0.9292929292929293,0.8760390281677246
802,0.008984260355029585,2,0.908127537848936,97,65,0,-1,0.5987654320987654,0.9634358882904053
803,0.008984260355029585,3,0.9303835619507257,97,29,0,-1,0.7698412698412699,0.9524528980255127
804,0.008984260355029585,4,0.9333443945995816,97,15,0,-1,0.8660714285714286,0.9414699077606201
805,0.008984260355029585,5,1.0206335335438312,95,10,-1,-1,0.9047619047619048,0.930486798286438
806,0.008984260355029585,6,1.0106919848968963,94,9,-1,-1,0.912621359223301,0.9195038080215454
807,0.008984260355029585,7,1.001686383875322,93,7,-1,-1,0.93,0.9085208177566528
808,0.008984260355029585,8,0.9006814915131468,93,7,-1,-1,0.93,0.8975375890731812
809,0.008984260355029585,9,0.8906507156982401,92,7,-1,-1,0.9292929292929293,0.8865545988082886
810,0.008984260355029585,10,0.88066261454341,92,7,-1,-1,0.9292929292929293,0.875571608543396
811,0.009085207100591715,2,0.9094561274657214,97,63,0,-1,0.60625,0.9629687070846558
812,0.009085207100591715,3,0.9308748057426903,97,28,0,-1,0.776,0.9519857168197632
813,0.009085207100591715,4,0.9329311358485924,97,15,0,-1,0.8660714285714286,0.9410027265548706
814,0.009085207100591715,5,1.0201736193800008,95,10,-1,-1,0.9047619047619048,0.9300196170806885
815,0.009085207100591715,6,1.0102300308336,94,9,-1,-1,0.912621359223301,0.9190365076065063
816,0.009085207100591715,7,1.0012214700945388,93,7,-1,-1,0.93,0.9080533981323242
817,0.009085207100591715,8,0.9002581643721679,93,7,-1,-1,0.93,0.8970705270767212
818,0.009085207100591715,9,0.8902263369027655,92,7,-1,-1,0.9292929292929293,0.8860874176025391
819,0.009085207100591715,10,0.8802371176223585,92,7,-1,-1,0.9292929292929293,0.8751043081283569
820,0.009186153846153846,2,0.9107882452714512,97,61,0,-1,0.6139240506329114,0.9625015258789062
821,0.009186153846153846,3,0.9322613041274854,97,26,0,-1,0.7886178861788617,0.9515185356140137
822,0.009186153846153846,4,0.9334150739246513,97,14,0,-1,0.8738738738738738,0.9405354261398315
823,0.009186153846153846,5,1.019713540476756,95,10,-1,-1,0.9047619047619048,0.9295523166656494
824,0.009186153846153846,6,1.0097682652201696,94,9,-1,-1,0.912621359223301,0.9185694456100464
825,0.009186153846153846,7,1.0007568652319276,93,7,-1,-1,0.93,0.9075863361358643
826,0.009186153846153846,8,0.8998345784313436,93,7,-1,-1,0.93,0.8966032266616821
827,0.009186153846153846,9,0.8898020235403592,92,7,-1,-1,0.9292929292929293,0.8856203556060791
828,0.009186153846153846,10,0.8798119033402115,92,7,-1,-1,0.9292929292929293,0.8746373653411865
829,0.009287100591715976,2,0.9138425389336035,97,57,0,-1,0.6298701298701299,0.9620343446731567
830,0.009287100591715976,3,0.9336514380131833,97,24,0,-1,0.8016528925619835,0.9510512351989746
831,0.009287100591715976,4,0.9330009310259465,97,14,0,-1,0.8738738738738738,0.940068244934082
832,0.009287100591715976,5,1.0192535315609113,95,10,-1,-1,0.9047619047619048,0.9290851354598999
833,0.009287100591715976,6,1.009306216619423,94,9,-1,-1,0.912621359223301,0.9181021451950073
834,0.009287100591715976,7,1.0002920949876473,93,7,-1,-1,0.93,0.9071191549301147
835,0.009287100591715976,8,0.8994110578407876,93,7,-1,-1,0.93,0.8961360454559326
836,0.009287100591715976,9,0.8893775590076076,92,7,-1,-1,0.9292929292929293,0.8851531744003296
837,0.009287100591715976,10,0.8793864289263607,92,7,-1,-1,0.9292929292929293,0.874170184135437
838,0.009388047337278107,2,0.9134631190734235,97,57,0,-1,0.6298701298701299,0.9615671634674072
839,0.009388047337278107,3,0.9359476483463357,97,21,0,-1,0.8220338983050848,0.9505840539932251
840,0.009388047337278107,4,0.9325867441768694,97,14,0,-1,0.8738738738738738,0.9396010637283325
841,0.009388047337278107,5,1.0187934752641243,95,10,-1,-1,0.9047619047619048,0.9286179542541504
842,0.009388047337278107,6,1.0088442386146401,94,9,-1,-1,0.912621359223301,0.9176349639892578
843,0.009388047337278107,7,0.9998271593187934,93,7,-1,-1,0.93,0.9066518545150757
844,0.009388047337278107,8,0.8989874945418501,93,7,-1,-1,0.93,0.8956688642501831
845,0.009388047337278107,9,0.8889530515910022,92,7,-1,-1,0.9292929292929293,0.8846859931945801
846,0.009388047337278107,10,0.8789608028919565,92,7,-1,-1,0.9292929292929293,0.873702883720398
847,0.009488994082840237,2,0.9156693715012402,97,54,0,-1,0.6423841059602649,0.9610998630523682
848,0.009488994082840237,3,0.9355401147635212,97,21,0,-1,0.8220338983050848,0.9501169919967651
849,0.009488994082840237,4,0.9330691952847704,97,13,0,-1,0.8818181818181818,0.939133882522583
850,0.009488994082840237,5,1.018333371579074,95,10,-1,-1,0.9047619047619048,0.9281507730484009
851,0.009488994082840237,6,1.0083820954353535,94,9,-1,-1,0.912621359223301,0.9171676635742188
852,0.009488994082840237,7,0.9993622954303681,93,7,-1,-1,0.93,0.9061846733093262
853,0.009488994082840237,8,0.8985638885280709,93,7,-1,-1,0.93,0.8952016830444336
854,0.009488994082840237,9,0.8885283929472847,92,7,-1,-1,0.9292929292929293,0.884218692779541
855,0.009488994082840237,10,0.8785351337920596,92,7,-1,-1,0.9292929292929293,0.8732355833053589
856,0.009589940828402366,2,0.9170182812183654,97,52,0,-1,0.6510067114093959,0.9606326818466187
857,0.009589940828402366,3,0.9369387422608377,97,19,0,-1,0.8362068965517241,0.9496495723724365
858,0.009589940828402366,4,0.9335516263286082,97,12,0,-1,0.8899082568807339,0.938666582107544
859,0.009589940828402366,5,1.0178732204984384,95,10,-1,-1,0.9047619047619048,0.9276835918426514
